yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Age,VisitFrequency,Gender,id
No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,+4,62,Once a month,Female,1397
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,53,Never,Male,1398
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,37,Once a year,Female,1399
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,I love it!+5,44,Once a week,Female,1400
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,52,Never,Female,1401
No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,+1,55,Every three months,Male,1402
No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-3,32,Once a year,Female,1403
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,32,Once a month,Female,1404
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+2,47,Every three months,Male,1405
No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,I hate it!-5,31,Once a year,Male,1406
No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+1,55,Once a year,Male,1407
No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,-4,60,Once a year,Female,1408
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,70,Once a week,Male,1409
Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,+4,49,Once a year,Female,1410
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,55,Once a year,Female,1411
No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,50,Every three months,Female,1412
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,26,Once a month,Male,1413
No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-4,55,Once a year,Male,1414
No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,-3,57,Every three months,Male,1415
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,20,Once a month,Female,1416
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,+4,46,Once a month,Female,1417
No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,62,Never,Female,1418
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,0,59,Every three months,Female,1419
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,53,Once a month,Female,1420
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,57,Every three months,Female,1421
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,59,Every three months,Female,1422
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,41,Once a month,Male,1423
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+1,36,Once a month,Male,1424
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,57,Once a month,Male,1425
Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,I love it!+5,33,Once a month,Female,1426
No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,+3,38,Once a month,Female,1427
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,37,Every three months,Male,1428
Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,+4,25,More than once a week,Male,1429
No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,-3,42,Once a week,Male,1430
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+3,55,Every three months,Female,1431
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+2,21,Once a week,Male,1432
No,No,No,No,No,No,No,No,Yes,No,Yes,I hate it!-5,44,Once a year,Male,1433
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,+4,41,Once a week,Male,1434
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,25,Never,Male,1435
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,24,Once a month,Male,1436
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+4,61,Every three months,Female,1437
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,27,Once a month,Female,1438
Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,+1,61,Once a month,Male,1439
Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,+3,55,Once a month,Female,1440
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,29,Once a week,Male,1441
Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,+4,31,Once a month,Male,1442
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,50,Once a year,Female,1443
No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,-3,55,Never,Male,1444
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,+1,18,Once a month,Female,1445
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+1,52,Every three months,Female,1446
No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,0,43,Once a month,Male,1447
No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,47,Once a year,Male,1448
Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,+2,36,Once a week,Female,1449
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+3,52,Once a month,Female,1450
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+4,41,Every three months,Male,1451
No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-3,30,Every three months,Male,1452
